,Zipcode,Stats,WORK EXPERIENCE,Below poverty level,Percent below poverty level,Total
383,60074,Margin of Error,Worked part-time or part-year in the past 12 months,465.0,5.3,896.0
384,60076,Estimate,Did not work,1431.0,16.5,8694.0
385,60076,Estimate,Population 16 years and over,2070.0,8.5,24281.0
386,60076,Estimate,"Worked full-time, year-round in the past 12 months",126.0,1.3,9933.0
387,60076,Estimate,Worked part-time or part-year in the past 12 months,513.0,9.1,5654.0
388,60076,Margin of Error,Did not work,351.0,3.7,626.0
389,60076,Margin of Error,Population 16 years and over,450.0,1.8,1069.0
390,60076,Margin of Error,"Worked full-time, year-round in the past 12 months",71.0,0.7,689.0
391,60076,Margin of Error,Worked part-time or part-year in the past 12 months,248.0,4.0,711.0
392,60077,Estimate,Did not work,1385.0,17.8,7785.0
393,60077,Estimate,Population 16 years and over,2071.0,9.4,22098.0
394,60077,Estimate,"Worked full-time, year-round in the past 12 months",9.0,0.1,8578.0
395,60077,Estimate,Worked part-time or part-year in the past 12 months,677.0,11.8,5735.0
396,60077,Margin of Error,Did not work,390.0,4.5,636.0
397,60077,Margin of Error,Population 16 years and over,573.0,2.5,1096.0
398,60077,Margin of Error,"Worked full-time, year-round in the past 12 months",23.0,0.3,648.0
399,60077,Margin of Error,Worked part-time or part-year in the past 12 months,277.0,4.7,697.0
400,60081,Estimate,Did not work,217.0,10.3,2100.0
401,60081,Estimate,Population 16 years and over,344.0,4.5,7710.0
402,60081,Estimate,"Worked full-time, year-round in the past 12 months",50.0,1.5,3417.0
403,60081,Estimate,Worked part-time or part-year in the past 12 months,77.0,3.5,2193.0
404,60081,Margin of Error,Did not work,131.0,5.8,268.0
405,60081,Margin of Error,Population 16 years and over,152.0,1.9,438.0
406,60081,Margin of Error,"Worked full-time, year-round in the past 12 months",40.0,1.2,541.0
407,60081,Margin of Error,Worked part-time or part-year in the past 12 months,73.0,3.2,420.0
408,60083,Estimate,Did not work,113.0,4.7,2422.0
409,60083,Estimate,Population 16 years and over,188.0,2.4,7743.0
410,60083,Estimate,"Worked full-time, year-round in the past 12 months",4.0,0.1,3444.0
411,60083,Estimate,Worked part-time or part-year in the past 12 months,71.0,3.8,1877.0
412,60083,Margin of Error,Did not work,88.0,3.6,387.0
413,60083,Margin of Error,Population 16 years and over,119.0,1.5,579.0
414,60083,Margin of Error,"Worked full-time, year-round in the past 12 months",7.0,0.2,511.0
415,60083,Margin of Error,Worked part-time or part-year in the past 12 months,59.0,3.2,377.0
416,60084,Estimate,Did not work,510.0,15.2,3366.0
417,60084,Estimate,Population 16 years and over,726.0,5.4,13478.0
418,60084,Estimate,"Worked full-time, year-round in the past 12 months",46.0,0.7,6971.0
419,60084,Estimate,Worked part-time or part-year in the past 12 months,170.0,5.4,3141.0
420,60084,Margin of Error,Did not work,239.0,6.5,439.0
421,60084,Margin of Error,Population 16 years and over,262.0,1.9,571.0
422,60084,Margin of Error,"Worked full-time, year-round in the past 12 months",34.0,0.5,488.0
423,60084,Margin of Error,Worked part-time or part-year in the past 12 months,91.0,2.9,400.0
424,60085,Estimate,Did not work,3966.0,27.1,14627.0
425,60085,Estimate,Population 16 years and over,7842.0,14.9,52595.0
426,60085,Estimate,"Worked full-time, year-round in the past 12 months",949.0,3.9,24225.0
427,60085,Estimate,Worked part-time or part-year in the past 12 months,2927.0,21.3,13743.0
428,60085,Margin of Error,Did not work,531.0,3.0,1054.0
429,60085,Margin of Error,Population 16 years and over,949.0,1.8,1490.0
430,60085,Margin of Error,"Worked full-time, year-round in the past 12 months",267.0,1.2,1327.0
431,60085,Margin of Error,Worked part-time or part-year in the past 12 months,579.0,4.1,860.0
432,60087,Estimate,Did not work,736.0,13.3,5521.0
433,60087,Estimate,Population 16 years and over,1244.0,6.5,19120.0
434,60087,Estimate,"Worked full-time, year-round in the past 12 months",261.0,2.7,9739.0
435,60087,Estimate,Worked part-time or part-year in the past 12 months,247.0,6.4,3860.0
436,60087,Margin of Error,Did not work,264.0,4.3,587.0
437,60087,Margin of Error,Population 16 years and over,382.0,2.0,1334.0
438,60087,Margin of Error,"Worked full-time, year-round in the past 12 months",140.0,1.5,875.0
439,60087,Margin of Error,Worked part-time or part-year in the past 12 months,168.0,4.2,453.0
440,60088,Estimate,Did not work,34.0,6.8,498.0
441,60088,Estimate,Population 16 years and over,180.0,7.5,2386.0
442,60088,Estimate,"Worked full-time, year-round in the past 12 months",105.0,8.1,1299.0
443,60088,Estimate,Worked part-time or part-year in the past 12 months,41.0,7.0,589.0
444,60088,Margin of Error,Did not work,39.0,7.8,200.0
445,60088,Margin of Error,Population 16 years and over,181.0,7.4,345.0
446,60088,Margin of Error,"Worked full-time, year-round in the past 12 months",161.0,11.9,265.0
447,60088,Margin of Error,Worked part-time or part-year in the past 12 months,46.0,7.7,227.0
448,60089,Estimate,Did not work,1278.0,15.1,8446.0
449,60089,Estimate,Population 16 years and over,1610.0,4.9,32631.0
450,60089,Estimate,"Worked full-time, year-round in the past 12 months",113.0,0.7,17011.0
451,60089,Estimate,Worked part-time or part-year in the past 12 months,219.0,3.1,7174.0
452,60089,Margin of Error,Did not work,585.0,6.2,719.0
453,60089,Margin of Error,Population 16 years and over,601.0,1.9,490.0
454,60089,Margin of Error,"Worked full-time, year-round in the past 12 months",64.0,0.4,920.0
455,60089,Margin of Error,Worked part-time or part-year in the past 12 months,71.0,1.0,586.0
456,60090,Estimate,Did not work,1201.0,14.8,8120.0
457,60090,Estimate,Population 16 years and over,2373.0,7.6,31370.0
458,60090,Estimate,"Worked full-time, year-round in the past 12 months",364.0,2.2,16581.0
459,60090,Estimate,Worked part-time or part-year in the past 12 months,808.0,12.1,6669.0
460,60090,Margin of Error,Did not work,283.0,3.7,863.0
461,60090,Margin of Error,Population 16 years and over,516.0,1.6,671.0
462,60090,Margin of Error,"Worked full-time, year-round in the past 12 months",219.0,1.3,821.0
463,60090,Margin of Error,Worked part-time or part-year in the past 12 months,252.0,3.5,603.0
464,60091,Estimate,Did not work,535.0,7.5,7124.0
465,60091,Estimate,Population 16 years and over,776.0,3.8,20407.0
466,60091,Estimate,"Worked full-time, year-round in the past 12 months",39.0,0.5,8640.0
467,60091,Estimate,Worked part-time or part-year in the past 12 months,202.0,4.4,4643.0
468,60091,Margin of Error,Did not work,140.0,2.0,539.0
469,60091,Margin of Error,Population 16 years and over,211.0,1.0,348.0
470,60091,Margin of Error,"Worked full-time, year-round in the past 12 months",28.0,0.3,453.0
471,60091,Margin of Error,Worked part-time or part-year in the past 12 months,123.0,2.6,420.0
472,60093,Estimate,Did not work,484.0,8.6,5613.0
473,60093,Estimate,Population 16 years and over,713.0,4.8,14970.0
474,60093,Estimate,"Worked full-time, year-round in the past 12 months",46.0,0.8,5860.0
475,60093,Estimate,Worked part-time or part-year in the past 12 months,183.0,5.2,3497.0
476,60093,Margin of Error,Did not work,197.0,3.3,459.0
477,60093,Margin of Error,Population 16 years and over,214.0,1.4,555.0
478,60093,Margin of Error,"Worked full-time, year-round in the past 12 months",43.0,0.7,416.0
479,60093,Margin of Error,Worked part-time or part-year in the past 12 months,85.0,2.4,342.0
480,60096,Estimate,Did not work,112.0,5.6,2014.0
481,60096,Estimate,Population 16 years and over,145.0,2.5,5715.0
482,60096,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,2478.0
483,60096,Estimate,Worked part-time or part-year in the past 12 months,33.0,2.7,1223.0
484,60096,Margin of Error,Did not work,70.0,3.4,294.0
485,60096,Margin of Error,Population 16 years and over,93.0,1.6,166.0
486,60096,Margin of Error,"Worked full-time, year-round in the past 12 months",17.0,1.3,291.0
487,60096,Margin of Error,Worked part-time or part-year in the past 12 months,36.0,2.9,209.0
488,60097,Estimate,Did not work,415.0,17.1,2424.0
489,60097,Estimate,Population 16 years and over,640.0,7.6,8397.0
490,60097,Estimate,"Worked full-time, year-round in the past 12 months",15.0,0.3,4305.0
491,60097,Estimate,Worked part-time or part-year in the past 12 months,210.0,12.6,1668.0
492,60097,Margin of Error,Did not work,169.0,6.3,444.0
493,60097,Margin of Error,Population 16 years and over,245.0,2.8,624.0
494,60097,Margin of Error,"Worked full-time, year-round in the past 12 months",24.0,0.6,500.0
495,60097,Margin of Error,Worked part-time or part-year in the past 12 months,164.0,8.6,345.0
496,60098,Estimate,Did not work,1304.0,17.1,7619.0
497,60098,Estimate,Population 16 years and over,2152.0,8.4,25582.0
498,60098,Estimate,"Worked full-time, year-round in the past 12 months",218.0,1.8,11836.0
499,60098,Estimate,Worked part-time or part-year in the past 12 months,630.0,10.3,6127.0
500,60098,Margin of Error,Did not work,278.0,3.3,636.0
501,60098,Margin of Error,Population 16 years and over,414.0,1.7,819.0
502,60098,Margin of Error,"Worked full-time, year-round in the past 12 months",108.0,0.9,736.0
503,60098,Margin of Error,Worked part-time or part-year in the past 12 months,205.0,3.3,495.0
504,60099,Estimate,Did not work,1710.0,24.7,6930.0
505,60099,Estimate,Population 16 years and over,2865.0,12.6,22729.0
506,60099,Estimate,"Worked full-time, year-round in the past 12 months",263.0,2.4,10859.0
507,60099,Estimate,Worked part-time or part-year in the past 12 months,892.0,18.1,4940.0
508,60099,Margin of Error,Did not work,423.0,5.6,711.0
509,60099,Margin of Error,Population 16 years and over,586.0,2.5,948.0
510,60099,Margin of Error,"Worked full-time, year-round in the past 12 months",163.0,1.5,675.0
511,60099,Margin of Error,Worked part-time or part-year in the past 12 months,242.0,4.3,561.0
512,60101,Estimate,Did not work,1687.0,18.7,9025.0
513,60101,Estimate,Population 16 years and over,3177.0,10.2,31067.0
514,60101,Estimate,"Worked full-time, year-round in the past 12 months",573.0,3.9,14665.0
515,60101,Estimate,Worked part-time or part-year in the past 12 months,917.0,12.4,7377.0
516,60101,Margin of Error,Did not work,344.0,3.6,786.0
517,60101,Margin of Error,Population 16 years and over,518.0,1.7,772.0
518,60101,Margin of Error,"Worked full-time, year-round in the past 12 months",164.0,1.2,820.0
519,60101,Margin of Error,Worked part-time or part-year in the past 12 months,243.0,3.1,711.0
520,60102,Estimate,Did not work,465.0,7.3,6371.0
521,60102,Estimate,Population 16 years and over,1188.0,4.4,26785.0
522,60102,Estimate,"Worked full-time, year-round in the past 12 months",197.0,1.5,12836.0
523,60102,Estimate,Worked part-time or part-year in the past 12 months,526.0,6.9,7578.0
524,60102,Margin of Error,Did not work,227.0,3.4,705.0
525,60102,Margin of Error,Population 16 years and over,459.0,1.7,638.0
526,60102,Margin of Error,"Worked full-time, year-round in the past 12 months",101.0,0.8,606.0
527,60102,Margin of Error,Worked part-time or part-year in the past 12 months,366.0,4.6,761.0
528,60103,Estimate,Did not work,701.0,7.7,9082.0
529,60103,Estimate,Population 16 years and over,1319.0,4.0,33307.0
530,60103,Estimate,"Worked full-time, year-round in the past 12 months",153.0,0.9,16528.0
531,60103,Estimate,Worked part-time or part-year in the past 12 months,465.0,6.0,7697.0
532,60103,Margin of Error,Did not work,222.0,2.4,674.0
533,60103,Margin of Error,Population 16 years and over,372.0,1.1,720.0
534,60103,Margin of Error,"Worked full-time, year-round in the past 12 months",110.0,0.7,850.0
535,60103,Margin of Error,Worked part-time or part-year in the past 12 months,176.0,2.3,683.0
536,60104,Estimate,Did not work,1034.0,21.2,4876.0
537,60104,Estimate,Population 16 years and over,1542.0,10.5,14682.0
538,60104,Estimate,"Worked full-time, year-round in the past 12 months",168.0,2.5,6689.0
539,60104,Estimate,Worked part-time or part-year in the past 12 months,340.0,10.9,3117.0
540,60104,Margin of Error,Did not work,352.0,7.0,511.0
541,60104,Margin of Error,Population 16 years and over,603.0,4.2,511.0
542,60104,Margin of Error,"Worked full-time, year-round in the past 12 months",141.0,2.2,538.0
543,60104,Margin of Error,Worked part-time or part-year in the past 12 months,169.0,5.3,416.0
544,60106,Estimate,Did not work,633.0,15.6,4051.0
545,60106,Estimate,Population 16 years and over,1167.0,7.4,15673.0
546,60106,Estimate,"Worked full-time, year-round in the past 12 months",190.0,2.4,8011.0
547,60106,Estimate,Worked part-time or part-year in the past 12 months,344.0,9.5,3611.0
548,60106,Margin of Error,Did not work,179.0,4.3,402.0
549,60106,Margin of Error,Population 16 years and over,310.0,2.0,681.0
550,60106,Margin of Error,"Worked full-time, year-round in the past 12 months",108.0,1.4,582.0
551,60106,Margin of Error,Worked part-time or part-year in the past 12 months,139.0,3.7,440.0
552,60107,Estimate,Did not work,1356.0,15.0,9056.0
553,60107,Estimate,Population 16 years and over,2179.0,6.9,31570.0
554,60107,Estimate,"Worked full-time, year-round in the past 12 months",131.0,0.8,15792.0
555,60107,Estimate,Worked part-time or part-year in the past 12 months,692.0,10.3,6722.0
556,60107,Margin of Error,Did not work,433.0,4.3,945.0
557,60107,Margin of Error,Population 16 years and over,475.0,1.5,595.0
558,60107,Margin of Error,"Worked full-time, year-round in the past 12 months",69.0,0.4,821.0
559,60107,Margin of Error,Worked part-time or part-year in the past 12 months,283.0,3.9,593.0
560,60108,Estimate,Did not work,649.0,13.2,4922.0
561,60108,Estimate,Population 16 years and over,1211.0,6.7,17982.0
562,60108,Estimate,"Worked full-time, year-round in the past 12 months",139.0,1.5,9089.0
563,60108,Estimate,Worked part-time or part-year in the past 12 months,423.0,10.7,3971.0
564,60108,Margin of Error,Did not work,213.0,4.1,514.0
565,60108,Margin of Error,Population 16 years and over,309.0,1.7,785.0
566,60108,Margin of Error,"Worked full-time, year-round in the past 12 months",72.0,0.8,600.0
567,60108,Margin of Error,Worked part-time or part-year in the past 12 months,171.0,4.2,443.0
568,60109,Estimate,Did not work,2.0,1.3,152.0
569,60109,Estimate,Population 16 years and over,17.0,4.2,402.0
570,60109,Estimate,"Worked full-time, year-round in the past 12 months",6.0,3.8,159.0
571,60109,Estimate,Worked part-time or part-year in the past 12 months,9.0,9.9,91.0
572,60109,Margin of Error,Did not work,4.0,2.5,83.0
573,60109,Margin of Error,Population 16 years and over,19.0,4.9,136.0
574,60109,Margin of Error,"Worked full-time, year-round in the past 12 months",10.0,5.8,58.0
575,60109,Margin of Error,Worked part-time or part-year in the past 12 months,10.0,11.2,41.0
576,60110,Estimate,Did not work,1259.0,18.2,6931.0
577,60110,Estimate,Population 16 years and over,2444.0,8.5,28646.0
578,60110,Estimate,"Worked full-time, year-round in the past 12 months",352.0,2.5,13824.0
579,60110,Estimate,Worked part-time or part-year in the past 12 months,833.0,10.6,7891.0
580,60110,Margin of Error,Did not work,283.0,4.1,559.0
581,60110,Margin of Error,Population 16 years and over,434.0,1.6,855.0
582,60110,Margin of Error,"Worked full-time, year-round in the past 12 months",127.0,0.9,844.0
583,60110,Margin of Error,Worked part-time or part-year in the past 12 months,212.0,2.6,621.0
584,60111,Estimate,Did not work,0.0,0.0,42.0
585,60111,Estimate,Population 16 years and over,0.0,0.0,124.0
586,60111,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,54.0
587,60111,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,28.0
588,60111,Margin of Error,Did not work,12.0,45.8,35.0
589,60111,Margin of Error,Population 16 years and over,12.0,22.8,61.0
590,60111,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,40.4,34.0
591,60111,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,56.0,31.0
592,60112,Estimate,Did not work,83.0,15.5,537.0
593,60112,Estimate,Population 16 years and over,301.0,8.7,3444.0
594,60112,Estimate,"Worked full-time, year-round in the past 12 months",25.0,1.4,1838.0
