,Zipcode,Stats,AGE,Below poverty level,Percent below poverty level,Total
445,60041,Margin of Error,60 years and over,110.0,5.7,353.0
446,60041,Margin of Error,65 years and over,56.0,4.7,294.0
447,60041,Margin of Error,Related children of householder under 18 years,190.0,11.2,387.0
448,60041,Margin of Error,Under 18 years,190.0,11.2,387.0
449,60041,Margin of Error,Under 5 years,71.0,20.3,162.0
450,60042,Estimate,18 to 34 years,103.0,6.6,1563.0
451,60042,Estimate,18 to 64 years,418.0,7.7,5447.0
452,60042,Estimate,35 to 64 years,315.0,8.1,3884.0
453,60042,Estimate,5 to 17 years,194.0,16.0,1210.0
454,60042,Estimate,60 years and over,167.0,9.9,1679.0
455,60042,Estimate,65 years and over,156.0,13.5,1154.0
456,60042,Estimate,Related children of householder under 18 years,163.0,9.1,1783.0
457,60042,Estimate,Under 18 years,194.0,10.7,1814.0
458,60042,Estimate,Under 5 years,0.0,0.0,604.0
459,60042,Margin of Error,18 to 34 years,70.0,4.6,291.0
460,60042,Margin of Error,18 to 64 years,157.0,2.9,350.0
461,60042,Margin of Error,35 to 64 years,138.0,3.5,307.0
462,60042,Margin of Error,5 to 17 years,135.0,10.6,214.0
463,60042,Margin of Error,60 years and over,136.0,7.1,341.0
464,60042,Margin of Error,65 years and over,139.0,10.0,274.0
465,60042,Margin of Error,Related children of householder under 18 years,139.0,7.4,296.0
466,60042,Margin of Error,Under 18 years,135.0,7.0,292.0
467,60042,Margin of Error,Under 5 years,17.0,5.2,258.0
468,60043,Estimate,18 to 34 years,25.0,11.3,222.0
469,60043,Estimate,18 to 64 years,66.0,5.3,1247.0
470,60043,Estimate,35 to 64 years,41.0,4.0,1025.0
471,60043,Estimate,5 to 17 years,9.0,1.4,631.0
472,60043,Estimate,60 years and over,32.0,6.5,492.0
473,60043,Estimate,65 years and over,6.0,1.8,332.0
474,60043,Estimate,Related children of householder under 18 years,9.0,1.2,777.0
475,60043,Estimate,Under 18 years,9.0,1.2,777.0
476,60043,Estimate,Under 5 years,0.0,0.0,146.0
477,60043,Margin of Error,18 to 34 years,22.0,9.0,71.0
478,60043,Margin of Error,18 to 64 years,34.0,2.7,135.0
479,60043,Margin of Error,35 to 64 years,25.0,2.5,103.0
480,60043,Margin of Error,5 to 17 years,12.0,1.9,132.0
481,60043,Margin of Error,60 years and over,26.0,4.9,92.0
482,60043,Margin of Error,65 years and over,8.0,2.5,78.0
483,60043,Margin of Error,Related children of householder under 18 years,12.0,1.5,152.0
484,60043,Margin of Error,Under 18 years,12.0,1.5,152.0
485,60043,Margin of Error,Under 5 years,12.0,19.8,73.0
486,60044,Estimate,18 to 34 years,358.0,17.9,2005.0
487,60044,Estimate,18 to 64 years,500.0,8.7,5734.0
488,60044,Estimate,35 to 64 years,142.0,3.8,3729.0
489,60044,Estimate,5 to 17 years,36.0,2.0,1820.0
490,60044,Estimate,60 years and over,74.0,2.7,2779.0
491,60044,Estimate,65 years and over,34.0,1.7,2018.0
492,60044,Estimate,Related children of householder under 18 years,47.0,2.0,2298.0
493,60044,Estimate,Under 18 years,47.0,2.0,2298.0
494,60044,Estimate,Under 5 years,11.0,2.3,478.0
495,60044,Margin of Error,18 to 34 years,141.0,6.4,273.0
496,60044,Margin of Error,18 to 64 years,184.0,3.1,297.0
497,60044,Margin of Error,35 to 64 years,90.0,2.3,202.0
498,60044,Margin of Error,5 to 17 years,33.0,1.8,265.0
499,60044,Margin of Error,60 years and over,46.0,1.7,413.0
500,60044,Margin of Error,65 years and over,35.0,1.8,363.0
501,60044,Margin of Error,Related children of householder under 18 years,44.0,2.0,255.0
502,60044,Margin of Error,Under 18 years,44.0,2.0,255.0
503,60044,Margin of Error,Under 5 years,17.0,3.8,102.0
504,60045,Estimate,18 to 34 years,152.0,5.2,2945.0
505,60045,Estimate,18 to 64 years,344.0,3.2,10705.0
506,60045,Estimate,35 to 64 years,192.0,2.5,7760.0
507,60045,Estimate,5 to 17 years,58.0,1.5,3835.0
508,60045,Estimate,60 years and over,206.0,3.2,6439.0
509,60045,Estimate,65 years and over,142.0,2.8,4986.0
510,60045,Estimate,Related children of householder under 18 years,101.0,2.2,4684.0
511,60045,Estimate,Under 18 years,108.0,2.3,4734.0
512,60045,Estimate,Under 5 years,50.0,5.6,899.0
513,60045,Margin of Error,18 to 34 years,117.0,4.3,755.0
514,60045,Margin of Error,18 to 64 years,153.0,1.5,729.0
515,60045,Margin of Error,35 to 64 years,87.0,1.1,457.0
516,60045,Margin of Error,5 to 17 years,47.0,1.2,378.0
517,60045,Margin of Error,60 years and over,105.0,1.6,445.0
518,60045,Margin of Error,65 years and over,76.0,1.5,376.0
519,60045,Margin of Error,Related children of householder under 18 years,100.0,2.1,396.0
520,60045,Margin of Error,Under 18 years,100.0,2.1,422.0
521,60045,Margin of Error,Under 5 years,56.0,5.9,278.0
522,60046,Estimate,18 to 34 years,413.0,6.1,6790.0
523,60046,Estimate,18 to 64 years,1208.0,5.6,21538.0
524,60046,Estimate,35 to 64 years,795.0,5.4,14748.0
525,60046,Estimate,5 to 17 years,307.0,4.5,6861.0
526,60046,Estimate,60 years and over,334.0,5.5,6078.0
527,60046,Estimate,65 years and over,146.0,3.7,3988.0
528,60046,Estimate,Related children of householder under 18 years,377.0,4.3,8868.0
529,60046,Estimate,Under 18 years,385.0,4.3,8876.0
530,60046,Estimate,Under 5 years,78.0,3.9,2015.0
531,60046,Margin of Error,18 to 34 years,182.0,2.6,546.0
532,60046,Margin of Error,18 to 64 years,500.0,2.4,652.0
533,60046,Margin of Error,35 to 64 years,358.0,2.5,543.0
534,60046,Margin of Error,5 to 17 years,151.0,2.2,516.0
535,60046,Margin of Error,60 years and over,171.0,2.8,392.0
536,60046,Margin of Error,65 years and over,65.0,1.6,329.0
537,60046,Margin of Error,Related children of householder under 18 years,183.0,2.0,517.0
538,60046,Margin of Error,Under 18 years,184.0,2.1,515.0
539,60046,Margin of Error,Under 5 years,62.0,3.1,370.0
540,60047,Estimate,18 to 34 years,220.0,2.9,7480.0
541,60047,Estimate,18 to 64 years,802.0,3.0,26506.0
542,60047,Estimate,35 to 64 years,582.0,3.1,19026.0
543,60047,Estimate,5 to 17 years,278.0,3.4,8229.0
544,60047,Estimate,60 years and over,214.0,2.7,7859.0
545,60047,Estimate,65 years and over,111.0,2.4,4635.0
546,60047,Estimate,Related children of householder under 18 years,274.0,2.6,10390.0
547,60047,Estimate,Under 18 years,282.0,2.7,10398.0
548,60047,Estimate,Under 5 years,4.0,0.2,2169.0
549,60047,Margin of Error,18 to 34 years,108.0,1.5,565.0
550,60047,Margin of Error,18 to 64 years,257.0,1.0,656.0
551,60047,Margin of Error,35 to 64 years,210.0,1.1,618.0
552,60047,Margin of Error,5 to 17 years,185.0,2.2,486.0
553,60047,Margin of Error,60 years and over,93.0,1.1,675.0
554,60047,Margin of Error,65 years and over,62.0,1.3,411.0
555,60047,Margin of Error,Related children of householder under 18 years,187.0,1.8,494.0
556,60047,Margin of Error,Under 18 years,187.0,1.8,493.0
557,60047,Margin of Error,Under 5 years,10.0,0.5,322.0
558,60048,Estimate,18 to 34 years,242.0,5.7,4263.0
559,60048,Estimate,18 to 64 years,608.0,3.5,17131.0
560,60048,Estimate,35 to 64 years,366.0,2.8,12868.0
561,60048,Estimate,5 to 17 years,75.0,1.3,5818.0
562,60048,Estimate,60 years and over,325.0,5.0,6562.0
563,60048,Estimate,65 years and over,264.0,5.8,4516.0
564,60048,Estimate,Related children of householder under 18 years,97.0,1.3,7370.0
565,60048,Estimate,Under 18 years,97.0,1.3,7370.0
566,60048,Estimate,Under 5 years,22.0,1.4,1552.0
567,60048,Margin of Error,18 to 34 years,119.0,2.8,507.0
568,60048,Margin of Error,18 to 64 years,187.0,1.1,631.0
569,60048,Margin of Error,35 to 64 years,150.0,1.2,504.0
570,60048,Margin of Error,5 to 17 years,67.0,1.1,471.0
571,60048,Margin of Error,60 years and over,144.0,2.2,516.0
572,60048,Margin of Error,65 years and over,120.0,2.6,412.0
573,60048,Margin of Error,Related children of householder under 18 years,71.0,1.0,521.0
574,60048,Margin of Error,Under 18 years,71.0,1.0,521.0
575,60048,Margin of Error,Under 5 years,24.0,1.6,379.0
576,60050,Estimate,18 to 34 years,462.0,6.9,6707.0
577,60050,Estimate,18 to 64 years,1430.0,7.1,20225.0
578,60050,Estimate,35 to 64 years,968.0,7.2,13518.0
579,60050,Estimate,5 to 17 years,561.0,10.9,5151.0
580,60050,Estimate,60 years and over,296.0,4.4,6733.0
581,60050,Estimate,65 years and over,135.0,2.7,4933.0
582,60050,Estimate,Related children of householder under 18 years,611.0,9.5,6450.0
583,60050,Estimate,Under 18 years,659.0,10.1,6498.0
584,60050,Estimate,Under 5 years,98.0,7.3,1347.0
585,60050,Margin of Error,18 to 34 years,190.0,2.7,574.0
586,60050,Margin of Error,18 to 64 years,419.0,2.1,814.0
587,60050,Margin of Error,35 to 64 years,331.0,2.5,677.0
588,60050,Margin of Error,5 to 17 years,360.0,7.0,441.0
589,60050,Margin of Error,60 years and over,116.0,1.7,683.0
590,60050,Margin of Error,65 years and over,63.0,1.3,555.0
591,60050,Margin of Error,Related children of householder under 18 years,392.0,6.1,492.0
592,60050,Margin of Error,Under 18 years,413.0,6.4,492.0
593,60050,Margin of Error,Under 5 years,93.0,6.9,257.0
594,60051,Estimate,18 to 34 years,187.0,4.0,4733.0
595,60051,Estimate,18 to 64 years,700.0,4.6,15070.0
596,60051,Estimate,35 to 64 years,513.0,5.0,10337.0
597,60051,Estimate,5 to 17 years,466.0,13.6,3428.0
598,60051,Estimate,60 years and over,347.0,7.3,4782.0
599,60051,Estimate,65 years and over,159.0,5.1,3110.0
600,60051,Estimate,Related children of householder under 18 years,442.0,9.1,4855.0
601,60051,Estimate,Under 18 years,481.0,9.8,4894.0
602,60051,Estimate,Under 5 years,15.0,1.0,1466.0
603,60051,Margin of Error,18 to 34 years,100.0,2.1,607.0
604,60051,Margin of Error,18 to 64 years,250.0,1.6,815.0
605,60051,Margin of Error,35 to 64 years,249.0,2.3,630.0
606,60051,Margin of Error,5 to 17 years,349.0,9.8,477.0
607,60051,Margin of Error,60 years and over,208.0,4.1,446.0
608,60051,Margin of Error,65 years and over,85.0,2.6,299.0
609,60051,Margin of Error,Related children of householder under 18 years,354.0,7.2,498.0
610,60051,Margin of Error,Under 18 years,351.0,7.1,506.0
611,60051,Margin of Error,Under 5 years,19.0,1.3,343.0
612,60053,Estimate,18 to 34 years,178.0,6.1,2920.0
613,60053,Estimate,18 to 64 years,668.0,5.4,12453.0
614,60053,Estimate,35 to 64 years,490.0,5.1,9533.0
615,60053,Estimate,5 to 17 years,421.0,12.5,3376.0
616,60053,Estimate,60 years and over,597.0,8.2,7320.0
617,60053,Estimate,65 years and over,489.0,8.3,5867.0
618,60053,Estimate,Related children of householder under 18 years,433.0,9.8,4435.0
619,60053,Estimate,Under 18 years,447.0,10.0,4449.0
620,60053,Estimate,Under 5 years,26.0,2.4,1073.0
621,60053,Margin of Error,18 to 34 years,100.0,3.4,339.0
622,60053,Margin of Error,18 to 64 years,283.0,2.3,499.0
623,60053,Margin of Error,35 to 64 years,193.0,2.1,464.0
624,60053,Margin of Error,5 to 17 years,231.0,6.6,331.0
625,60053,Margin of Error,60 years and over,269.0,3.6,572.0
626,60053,Margin of Error,65 years and over,255.0,4.2,499.0
627,60053,Margin of Error,Related children of householder under 18 years,237.0,5.3,351.0
628,60053,Margin of Error,Under 18 years,234.0,5.2,351.0
629,60053,Margin of Error,Under 5 years,28.0,2.8,263.0
630,60056,Estimate,18 to 34 years,691.0,6.7,10303.0
631,60056,Estimate,18 to 64 years,1632.0,5.1,31960.0
632,60056,Estimate,35 to 64 years,941.0,4.3,21657.0
633,60056,Estimate,5 to 17 years,416.0,5.1,8105.0
634,60056,Estimate,60 years and over,1095.0,8.4,13025.0
635,60056,Estimate,65 years and over,822.0,8.4,9832.0
636,60056,Estimate,Related children of householder under 18 years,474.0,4.0,11907.0
637,60056,Estimate,Under 18 years,486.0,4.1,11919.0
638,60056,Estimate,Under 5 years,70.0,1.8,3814.0
639,60056,Margin of Error,18 to 34 years,247.0,2.3,811.0
640,60056,Margin of Error,18 to 64 years,407.0,1.3,755.0
641,60056,Margin of Error,35 to 64 years,295.0,1.4,883.0
642,60056,Margin of Error,5 to 17 years,243.0,2.9,810.0
643,60056,Margin of Error,60 years and over,278.0,2.1,925.0
644,60056,Margin of Error,65 years and over,212.0,2.2,768.0
645,60056,Margin of Error,Related children of householder under 18 years,264.0,2.1,827.0
646,60056,Margin of Error,Under 18 years,263.0,2.1,820.0
647,60056,Margin of Error,Under 5 years,70.0,1.8,519.0
648,60060,Estimate,18 to 34 years,728.0,8.6,8439.0
649,60060,Estimate,18 to 64 years,1267.0,5.4,23326.0
650,60060,Estimate,35 to 64 years,539.0,3.6,14887.0
651,60060,Estimate,5 to 17 years,1049.0,18.3,5731.0
652,60060,Estimate,60 years and over,291.0,3.4,8439.0
653,60060,Estimate,65 years and over,235.0,4.1,5725.0
654,60060,Estimate,Related children of householder under 18 years,1116.0,14.1,7929.0
655,60060,Estimate,Under 18 years,1116.0,14.1,7937.0
656,60060,Estimate,Under 5 years,67.0,3.0,2206.0
657,60060,Margin of Error,18 to 34 years,290.0,3.4,501.0
658,60060,Margin of Error,18 to 64 years,380.0,1.6,773.0
659,60060,Margin of Error,35 to 64 years,215.0,1.4,707.0
660,60060,Margin of Error,5 to 17 years,713.0,11.6,556.0
661,60060,Margin of Error,60 years and over,111.0,1.4,671.0
662,60060,Margin of Error,65 years and over,104.0,1.9,571.0
663,60060,Margin of Error,Related children of householder under 18 years,724.0,8.7,565.0
664,60060,Margin of Error,Under 18 years,724.0,8.7,565.0
665,60060,Margin of Error,Under 5 years,52.0,2.4,318.0
666,60061,Estimate,18 to 34 years,298.0,7.0,4270.0
667,60061,Estimate,18 to 64 years,805.0,5.2,15613.0
668,60061,Estimate,35 to 64 years,507.0,4.5,11343.0
669,60061,Estimate,5 to 17 years,346.0,6.0,5811.0
670,60061,Estimate,60 years and over,561.0,9.6,5862.0
671,60061,Estimate,65 years and over,514.0,11.9,4331.0
672,60061,Estimate,Related children of householder under 18 years,433.0,6.1,7068.0
673,60061,Estimate,Under 18 years,439.0,6.2,7074.0
674,60061,Estimate,Under 5 years,93.0,7.4,1263.0
675,60061,Margin of Error,18 to 34 years,164.0,3.7,457.0
676,60061,Margin of Error,18 to 64 years,307.0,2.0,563.0
677,60061,Margin of Error,35 to 64 years,226.0,2.0,528.0
678,60061,Margin of Error,5 to 17 years,278.0,4.6,436.0
679,60061,Margin of Error,60 years and over,224.0,3.7,698.0
680,60061,Margin of Error,65 years and over,220.0,4.9,671.0
681,60061,Margin of Error,Related children of householder under 18 years,301.0,4.1,478.0
682,60061,Margin of Error,Under 18 years,301.0,4.1,478.0
683,60061,Margin of Error,Under 5 years,68.0,5.3,289.0
684,60062,Estimate,18 to 34 years,381.0,7.2,5283.0
685,60062,Estimate,18 to 64 years,834.0,4.0,20971.0
686,60062,Estimate,35 to 64 years,453.0,2.9,15688.0
687,60062,Estimate,5 to 17 years,222.0,3.8,5919.0
688,60062,Estimate,60 years and over,518.0,4.1,12765.0
689,60062,Estimate,65 years and over,449.0,4.4,10191.0
690,60062,Estimate,Related children of householder under 18 years,347.0,4.3,7982.0
691,60062,Estimate,Under 18 years,347.0,4.3,7982.0
692,60062,Estimate,Under 5 years,125.0,6.1,2063.0
693,60062,Margin of Error,18 to 34 years,210.0,3.6,681.0
694,60062,Margin of Error,18 to 64 years,278.0,1.3,895.0
695,60062,Margin of Error,35 to 64 years,154.0,0.9,697.0
696,60062,Margin of Error,5 to 17 years,162.0,2.8,468.0
697,60062,Margin of Error,60 years and over,180.0,1.4,703.0
698,60062,Margin of Error,65 years and over,167.0,1.6,663.0
699,60062,Margin of Error,Related children of householder under 18 years,199.0,2.5,513.0
700,60062,Margin of Error,Under 18 years,199.0,2.5,513.0
701,60062,Margin of Error,Under 5 years,108.0,5.1,297.0
702,60064,Estimate,18 to 34 years,1062.0,25.5,4163.0
703,60064,Estimate,18 to 64 years,2017.0,21.8,9263.0
704,60064,Estimate,35 to 64 years,955.0,18.7,5100.0
705,60064,Estimate,5 to 17 years,681.0,25.0,2719.0
706,60064,Estimate,60 years and over,318.0,13.6,2341.0
707,60064,Estimate,65 years and over,131.0,8.2,1590.0
708,60064,Estimate,Related children of householder under 18 years,984.0,26.5,3714.0
709,60064,Estimate,Under 18 years,984.0,26.5,3714.0
710,60064,Estimate,Under 5 years,303.0,30.5,995.0
711,60064,Margin of Error,18 to 34 years,299.0,6.2,440.0
712,60064,Margin of Error,18 to 64 years,402.0,4.1,593.0
713,60064,Margin of Error,35 to 64 years,236.0,4.6,474.0
714,60064,Margin of Error,5 to 17 years,229.0,7.8,333.0
715,60064,Margin of Error,60 years and over,109.0,4.3,363.0
716,60064,Margin of Error,65 years and over,59.0,3.6,272.0
717,60064,Margin of Error,Related children of householder under 18 years,314.0,7.8,398.0
718,60064,Margin of Error,Under 18 years,314.0,7.8,398.0
719,60064,Margin of Error,Under 5 years,171.0,14.2,250.0
720,60067,Estimate,18 to 34 years,524.0,7.9,6661.0
721,60067,Estimate,18 to 64 years,1413.0,6.2,22864.0
722,60067,Estimate,35 to 64 years,889.0,5.5,16203.0
723,60067,Estimate,5 to 17 years,534.0,8.1,6557.0
724,60067,Estimate,60 years and over,418.0,4.3,9771.0
725,60067,Estimate,65 years and over,177.0,2.8,6435.0
726,60067,Estimate,Related children of householder under 18 years,929.0,10.3,8981.0
727,60067,Estimate,Under 18 years,949.0,10.5,9001.0
728,60067,Estimate,Under 5 years,415.0,17.0,2444.0
729,60067,Margin of Error,18 to 34 years,223.0,3.3,892.0
730,60067,Margin of Error,18 to 64 years,360.0,1.6,1198.0
731,60067,Margin of Error,35 to 64 years,244.0,1.5,932.0
732,60067,Margin of Error,5 to 17 years,311.0,4.6,675.0
733,60067,Margin of Error,60 years and over,208.0,2.1,754.0
734,60067,Margin of Error,65 years and over,73.0,1.2,636.0
735,60067,Margin of Error,Related children of householder under 18 years,499.0,5.2,750.0
736,60067,Margin of Error,Under 18 years,501.0,5.2,750.0
737,60067,Margin of Error,Under 5 years,252.0,9.1,418.0
738,60068,Estimate,18 to 34 years,175.0,3.6,4920.0
739,60068,Estimate,18 to 64 years,901.0,4.3,20876.0
740,60068,Estimate,35 to 64 years,726.0,4.6,15956.0
741,60068,Estimate,5 to 17 years,205.0,3.1,6615.0
742,60068,Estimate,60 years and over,369.0,3.7,9973.0
743,60068,Estimate,65 years and over,278.0,3.8,7280.0
744,60068,Estimate,Related children of householder under 18 years,239.0,2.7,8766.0
745,60068,Estimate,Under 18 years,263.0,3.0,8790.0
746,60068,Estimate,Under 5 years,58.0,2.7,2175.0
747,60068,Margin of Error,18 to 34 years,109.0,2.2,467.0
748,60068,Margin of Error,18 to 64 years,352.0,1.7,496.0
749,60068,Margin of Error,35 to 64 years,328.0,2.0,463.0
750,60068,Margin of Error,5 to 17 years,123.0,1.8,551.0
751,60068,Margin of Error,60 years and over,128.0,1.3,671.0
752,60068,Margin of Error,65 years and over,111.0,1.5,500.0
753,60068,Margin of Error,Related children of householder under 18 years,144.0,1.6,556.0
754,60068,Margin of Error,Under 18 years,159.0,1.8,559.0
755,60068,Margin of Error,Under 5 years,75.0,3.3,292.0
756,60069,Estimate,18 to 34 years,89.0,7.2,1241.0
757,60069,Estimate,18 to 64 years,193.0,4.7,4140.0
758,60069,Estimate,35 to 64 years,104.0,3.6,2899.0
759,60069,Estimate,5 to 17 years,18.0,1.5,1211.0
760,60069,Estimate,60 years and over,219.0,7.7,2847.0
761,60069,Estimate,65 years and over,204.0,8.0,2541.0
762,60069,Estimate,Related children of householder under 18 years,18.0,1.3,1379.0
763,60069,Estimate,Under 18 years,18.0,1.3,1379.0
764,60069,Estimate,Under 5 years,0.0,0.0,168.0
765,60069,Margin of Error,18 to 34 years,67.0,5.2,346.0
766,60069,Margin of Error,18 to 64 years,93.0,2.2,488.0
767,60069,Margin of Error,35 to 64 years,57.0,1.9,344.0
768,60069,Margin of Error,5 to 17 years,16.0,1.3,169.0
769,60069,Margin of Error,60 years and over,112.0,3.8,326.0
770,60069,Margin of Error,65 years and over,106.0,4.1,286.0
771,60069,Margin of Error,Related children of householder under 18 years,16.0,1.2,205.0
772,60069,Margin of Error,Under 18 years,16.0,1.2,205.0
773,60069,Margin of Error,Under 5 years,17.0,17.5,80.0
774,60070,Estimate,18 to 34 years,214.0,6.6,3243.0
775,60070,Estimate,18 to 64 years,815.0,9.0,9097.0
776,60070,Estimate,35 to 64 years,601.0,10.3,5854.0
777,60070,Estimate,5 to 17 years,398.0,16.4,2423.0
778,60070,Estimate,60 years and over,211.0,5.7,3683.0
