,Zipcode,Stats,ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS,Below poverty level,Percent below poverty level,Total
504,60048,Margin of Error,125 percent of poverty level,,,415.0
505,60048,Margin of Error,150 percent of poverty level,,,491.0
506,60048,Margin of Error,185 percent of poverty level,,,584.0
507,60048,Margin of Error,200 percent of poverty level,,,596.0
508,60048,Margin of Error,300 percent of poverty level,,,677.0
509,60048,Margin of Error,400 percent of poverty level,,,900.0
510,60048,Margin of Error,50 percent of poverty level,,,238.0
511,60048,Margin of Error,500 percent of poverty level,,,860.0
512,60050,Estimate,125 percent of poverty level,,,3336.0
513,60050,Estimate,150 percent of poverty level,,,4009.0
514,60050,Estimate,185 percent of poverty level,,,5458.0
515,60050,Estimate,200 percent of poverty level,,,6198.0
516,60050,Estimate,300 percent of poverty level,,,11299.0
517,60050,Estimate,400 percent of poverty level,,,16037.0
518,60050,Estimate,50 percent of poverty level,,,1016.0
519,60050,Estimate,500 percent of poverty level,,,20050.0
520,60050,Margin of Error,125 percent of poverty level,,,860.0
521,60050,Margin of Error,150 percent of poverty level,,,877.0
522,60050,Margin of Error,185 percent of poverty level,,,903.0
523,60050,Margin of Error,200 percent of poverty level,,,918.0
524,60050,Margin of Error,300 percent of poverty level,,,1163.0
525,60050,Margin of Error,400 percent of poverty level,,,1232.0
526,60050,Margin of Error,50 percent of poverty level,,,529.0
527,60050,Margin of Error,500 percent of poverty level,,,1117.0
528,60051,Estimate,125 percent of poverty level,,,1611.0
529,60051,Estimate,150 percent of poverty level,,,1793.0
530,60051,Estimate,185 percent of poverty level,,,2580.0
531,60051,Estimate,200 percent of poverty level,,,3236.0
532,60051,Estimate,300 percent of poverty level,,,7076.0
533,60051,Estimate,400 percent of poverty level,,,9889.0
534,60051,Estimate,50 percent of poverty level,,,677.0
535,60051,Estimate,500 percent of poverty level,,,14196.0
536,60051,Margin of Error,125 percent of poverty level,,,503.0
537,60051,Margin of Error,150 percent of poverty level,,,491.0
538,60051,Margin of Error,185 percent of poverty level,,,558.0
539,60051,Margin of Error,200 percent of poverty level,,,688.0
540,60051,Margin of Error,300 percent of poverty level,,,1024.0
541,60051,Margin of Error,400 percent of poverty level,,,1086.0
542,60051,Margin of Error,50 percent of poverty level,,,275.0
543,60051,Margin of Error,500 percent of poverty level,,,1277.0
544,60053,Estimate,125 percent of poverty level,,,2094.0
545,60053,Estimate,150 percent of poverty level,,,2810.0
546,60053,Estimate,185 percent of poverty level,,,3338.0
547,60053,Estimate,200 percent of poverty level,,,3852.0
548,60053,Estimate,300 percent of poverty level,,,6681.0
549,60053,Estimate,400 percent of poverty level,,,9683.0
550,60053,Estimate,50 percent of poverty level,,,660.0
551,60053,Estimate,500 percent of poverty level,,,12789.0
552,60053,Margin of Error,125 percent of poverty level,,,639.0
553,60053,Margin of Error,150 percent of poverty level,,,614.0
554,60053,Margin of Error,185 percent of poverty level,,,657.0
555,60053,Margin of Error,200 percent of poverty level,,,716.0
556,60053,Margin of Error,300 percent of poverty level,,,782.0
557,60053,Margin of Error,400 percent of poverty level,,,989.0
558,60053,Margin of Error,50 percent of poverty level,,,400.0
559,60053,Margin of Error,500 percent of poverty level,,,918.0
560,60056,Estimate,125 percent of poverty level,,,4450.0
561,60056,Estimate,150 percent of poverty level,,,5748.0
562,60056,Estimate,185 percent of poverty level,,,8389.0
563,60056,Estimate,200 percent of poverty level,,,10065.0
564,60056,Estimate,300 percent of poverty level,,,17641.0
565,60056,Estimate,400 percent of poverty level,,,24841.0
566,60056,Estimate,50 percent of poverty level,,,1527.0
567,60056,Estimate,500 percent of poverty level,,,31558.0
568,60056,Margin of Error,125 percent of poverty level,,,957.0
569,60056,Margin of Error,150 percent of poverty level,,,1028.0
570,60056,Margin of Error,185 percent of poverty level,,,1523.0
571,60056,Margin of Error,200 percent of poverty level,,,1561.0
572,60056,Margin of Error,300 percent of poverty level,,,1802.0
573,60056,Margin of Error,400 percent of poverty level,,,1530.0
574,60056,Margin of Error,50 percent of poverty level,,,413.0
575,60056,Margin of Error,500 percent of poverty level,,,1507.0
576,60060,Estimate,125 percent of poverty level,,,3283.0
577,60060,Estimate,150 percent of poverty level,,,4927.0
578,60060,Estimate,185 percent of poverty level,,,6253.0
579,60060,Estimate,200 percent of poverty level,,,6870.0
580,60060,Estimate,300 percent of poverty level,,,11682.0
581,60060,Estimate,400 percent of poverty level,,,16274.0
582,60060,Estimate,50 percent of poverty level,,,1541.0
583,60060,Estimate,500 percent of poverty level,,,21003.0
584,60060,Margin of Error,125 percent of poverty level,,,937.0
585,60060,Margin of Error,150 percent of poverty level,,,981.0
586,60060,Margin of Error,185 percent of poverty level,,,978.0
587,60060,Margin of Error,200 percent of poverty level,,,1121.0
588,60060,Margin of Error,300 percent of poverty level,,,1291.0
589,60060,Margin of Error,400 percent of poverty level,,,1224.0
590,60060,Margin of Error,50 percent of poverty level,,,936.0
591,60060,Margin of Error,500 percent of poverty level,,,1176.0
592,60061,Estimate,125 percent of poverty level,,,2326.0
593,60061,Estimate,150 percent of poverty level,,,2928.0
594,60061,Estimate,185 percent of poverty level,,,3754.0
595,60061,Estimate,200 percent of poverty level,,,4446.0
596,60061,Estimate,300 percent of poverty level,,,6486.0
597,60061,Estimate,400 percent of poverty level,,,9475.0
598,60061,Estimate,50 percent of poverty level,,,401.0
599,60061,Estimate,500 percent of poverty level,,,12171.0
600,60061,Margin of Error,125 percent of poverty level,,,568.0
601,60061,Margin of Error,150 percent of poverty level,,,623.0
602,60061,Margin of Error,185 percent of poverty level,,,774.0
603,60061,Margin of Error,200 percent of poverty level,,,853.0
604,60061,Margin of Error,300 percent of poverty level,,,975.0
605,60061,Margin of Error,400 percent of poverty level,,,1095.0
606,60061,Margin of Error,50 percent of poverty level,,,181.0
607,60061,Margin of Error,500 percent of poverty level,,,1091.0
608,60062,Estimate,125 percent of poverty level,,,2088.0
609,60062,Estimate,150 percent of poverty level,,,2596.0
610,60062,Estimate,185 percent of poverty level,,,3107.0
611,60062,Estimate,200 percent of poverty level,,,3413.0
612,60062,Estimate,300 percent of poverty level,,,6731.0
613,60062,Estimate,400 percent of poverty level,,,10013.0
614,60062,Estimate,50 percent of poverty level,,,1000.0
615,60062,Estimate,500 percent of poverty level,,,13620.0
616,60062,Margin of Error,125 percent of poverty level,,,461.0
617,60062,Margin of Error,150 percent of poverty level,,,509.0
618,60062,Margin of Error,185 percent of poverty level,,,572.0
619,60062,Margin of Error,200 percent of poverty level,,,581.0
620,60062,Margin of Error,300 percent of poverty level,,,844.0
621,60062,Margin of Error,400 percent of poverty level,,,1046.0
622,60062,Margin of Error,50 percent of poverty level,,,361.0
623,60062,Margin of Error,500 percent of poverty level,,,1112.0
624,60064,Estimate,125 percent of poverty level,,,4102.0
625,60064,Estimate,150 percent of poverty level,,,5067.0
626,60064,Estimate,185 percent of poverty level,,,6704.0
627,60064,Estimate,200 percent of poverty level,,,7725.0
628,60064,Estimate,300 percent of poverty level,,,10566.0
629,60064,Estimate,400 percent of poverty level,,,11975.0
630,60064,Estimate,50 percent of poverty level,,,1813.0
631,60064,Estimate,500 percent of poverty level,,,13387.0
632,60064,Margin of Error,125 percent of poverty level,,,680.0
633,60064,Margin of Error,150 percent of poverty level,,,772.0
634,60064,Margin of Error,185 percent of poverty level,,,823.0
635,60064,Margin of Error,200 percent of poverty level,,,805.0
636,60064,Margin of Error,300 percent of poverty level,,,718.0
637,60064,Margin of Error,400 percent of poverty level,,,722.0
638,60064,Margin of Error,50 percent of poverty level,,,408.0
639,60064,Margin of Error,500 percent of poverty level,,,662.0
640,60067,Estimate,125 percent of poverty level,,,3011.0
641,60067,Estimate,150 percent of poverty level,,,3785.0
642,60067,Estimate,185 percent of poverty level,,,4425.0
643,60067,Estimate,200 percent of poverty level,,,5086.0
644,60067,Estimate,300 percent of poverty level,,,8834.0
645,60067,Estimate,400 percent of poverty level,,,12443.0
646,60067,Estimate,50 percent of poverty level,,,979.0
647,60067,Estimate,500 percent of poverty level,,,16735.0
648,60067,Margin of Error,125 percent of poverty level,,,822.0
649,60067,Margin of Error,150 percent of poverty level,,,876.0
650,60067,Margin of Error,185 percent of poverty level,,,919.0
651,60067,Margin of Error,200 percent of poverty level,,,1000.0
652,60067,Margin of Error,300 percent of poverty level,,,1223.0
653,60067,Margin of Error,400 percent of poverty level,,,1454.0
654,60067,Margin of Error,50 percent of poverty level,,,364.0
655,60067,Margin of Error,500 percent of poverty level,,,1631.0
656,60068,Estimate,125 percent of poverty level,,,1777.0
657,60068,Estimate,150 percent of poverty level,,,2384.0
658,60068,Estimate,185 percent of poverty level,,,2906.0
659,60068,Estimate,200 percent of poverty level,,,3432.0
660,60068,Estimate,300 percent of poverty level,,,6036.0
661,60068,Estimate,400 percent of poverty level,,,9276.0
662,60068,Estimate,50 percent of poverty level,,,876.0
663,60068,Estimate,500 percent of poverty level,,,13442.0
664,60068,Margin of Error,125 percent of poverty level,,,477.0
665,60068,Margin of Error,150 percent of poverty level,,,511.0
666,60068,Margin of Error,185 percent of poverty level,,,588.0
667,60068,Margin of Error,200 percent of poverty level,,,639.0
668,60068,Margin of Error,300 percent of poverty level,,,746.0
669,60068,Margin of Error,400 percent of poverty level,,,1019.0
670,60068,Margin of Error,50 percent of poverty level,,,355.0
671,60068,Margin of Error,500 percent of poverty level,,,1238.0
672,60069,Estimate,125 percent of poverty level,,,477.0
673,60069,Estimate,150 percent of poverty level,,,622.0
674,60069,Estimate,185 percent of poverty level,,,731.0
675,60069,Estimate,200 percent of poverty level,,,777.0
676,60069,Estimate,300 percent of poverty level,,,1269.0
677,60069,Estimate,400 percent of poverty level,,,2076.0
678,60069,Estimate,50 percent of poverty level,,,272.0
679,60069,Estimate,500 percent of poverty level,,,2554.0
680,60069,Margin of Error,125 percent of poverty level,,,158.0
681,60069,Margin of Error,150 percent of poverty level,,,180.0
682,60069,Margin of Error,185 percent of poverty level,,,183.0
683,60069,Margin of Error,200 percent of poverty level,,,195.0
684,60069,Margin of Error,300 percent of poverty level,,,271.0
685,60069,Margin of Error,400 percent of poverty level,,,323.0
686,60069,Margin of Error,50 percent of poverty level,,,136.0
687,60069,Margin of Error,500 percent of poverty level,,,357.0
688,60070,Estimate,125 percent of poverty level,,,2177.0
689,60070,Estimate,150 percent of poverty level,,,2796.0
690,60070,Estimate,185 percent of poverty level,,,4133.0
691,60070,Estimate,200 percent of poverty level,,,4588.0
692,60070,Estimate,300 percent of poverty level,,,7389.0
693,60070,Estimate,400 percent of poverty level,,,8895.0
694,60070,Estimate,50 percent of poverty level,,,366.0
695,60070,Estimate,500 percent of poverty level,,,10545.0
696,60070,Margin of Error,125 percent of poverty level,,,635.0
697,60070,Margin of Error,150 percent of poverty level,,,716.0
698,60070,Margin of Error,185 percent of poverty level,,,777.0
699,60070,Margin of Error,200 percent of poverty level,,,788.0
700,60070,Margin of Error,300 percent of poverty level,,,794.0
701,60070,Margin of Error,400 percent of poverty level,,,768.0
702,60070,Margin of Error,50 percent of poverty level,,,193.0
703,60070,Margin of Error,500 percent of poverty level,,,768.0
704,60071,Estimate,125 percent of poverty level,,,553.0
705,60071,Estimate,150 percent of poverty level,,,612.0
706,60071,Estimate,185 percent of poverty level,,,677.0
707,60071,Estimate,200 percent of poverty level,,,822.0
708,60071,Estimate,300 percent of poverty level,,,1580.0
709,60071,Estimate,400 percent of poverty level,,,1941.0
710,60071,Estimate,50 percent of poverty level,,,173.0
711,60071,Estimate,500 percent of poverty level,,,2446.0
712,60071,Margin of Error,125 percent of poverty level,,,209.0
713,60071,Margin of Error,150 percent of poverty level,,,217.0
714,60071,Margin of Error,185 percent of poverty level,,,211.0
715,60071,Margin of Error,200 percent of poverty level,,,236.0
716,60071,Margin of Error,300 percent of poverty level,,,298.0
717,60071,Margin of Error,400 percent of poverty level,,,298.0
718,60071,Margin of Error,50 percent of poverty level,,,72.0
719,60071,Margin of Error,500 percent of poverty level,,,351.0
720,60072,Estimate,125 percent of poverty level,,,44.0
721,60072,Estimate,150 percent of poverty level,,,45.0
722,60072,Estimate,185 percent of poverty level,,,53.0
723,60072,Estimate,200 percent of poverty level,,,53.0
724,60072,Estimate,300 percent of poverty level,,,209.0
725,60072,Estimate,400 percent of poverty level,,,269.0
726,60072,Estimate,50 percent of poverty level,,,19.0
727,60072,Estimate,500 percent of poverty level,,,374.0
728,60072,Margin of Error,125 percent of poverty level,,,37.0
729,60072,Margin of Error,150 percent of poverty level,,,37.0
730,60072,Margin of Error,185 percent of poverty level,,,37.0
731,60072,Margin of Error,200 percent of poverty level,,,37.0
732,60072,Margin of Error,300 percent of poverty level,,,95.0
733,60072,Margin of Error,400 percent of poverty level,,,112.0
734,60072,Margin of Error,50 percent of poverty level,,,17.0
735,60072,Margin of Error,500 percent of poverty level,,,130.0
736,60073,Estimate,125 percent of poverty level,,,7029.0
737,60073,Estimate,150 percent of poverty level,,,9226.0
738,60073,Estimate,185 percent of poverty level,,,12860.0
739,60073,Estimate,200 percent of poverty level,,,14696.0
740,60073,Estimate,300 percent of poverty level,,,27920.0
741,60073,Estimate,400 percent of poverty level,,,37666.0
742,60073,Estimate,50 percent of poverty level,,,2004.0
743,60073,Estimate,500 percent of poverty level,,,45082.0
744,60073,Margin of Error,125 percent of poverty level,,,1407.0
745,60073,Margin of Error,150 percent of poverty level,,,1534.0
746,60073,Margin of Error,185 percent of poverty level,,,1647.0
747,60073,Margin of Error,200 percent of poverty level,,,1727.0
748,60073,Margin of Error,300 percent of poverty level,,,2206.0
749,60073,Margin of Error,400 percent of poverty level,,,2022.0
750,60073,Margin of Error,50 percent of poverty level,,,599.0
