,Zipcode,Stats,EMPLOYMENT STATUS,Below poverty level,Percent below poverty level,Total
453,60050,Estimate,Unemployed Female,22.0,7.3,302.0
454,60050,Estimate,Unemployed Male,61.0,14.2,430.0
455,60050,Margin of Error,Civilian labor force 16 years and over,247.0,1.4,821.0
456,60050,Margin of Error,Employed,233.0,1.4,767.0
457,60050,Margin of Error,Employed Female,154.0,1.9,501.0
458,60050,Margin of Error,Employed Male,181.0,1.9,619.0
459,60050,Margin of Error,Unemployed,53.0,7.3,211.0
460,60050,Margin of Error,Unemployed Female,25.0,8.8,169.0
461,60050,Margin of Error,Unemployed Male,45.0,10.8,139.0
462,60051,Estimate,Civilian labor force 16 years and over,300.0,2.2,13456.0
463,60051,Estimate,Employed,225.0,1.8,12781.0
464,60051,Estimate,Employed Female,132.0,2.2,5876.0
465,60051,Estimate,Employed Male,93.0,1.3,6905.0
466,60051,Estimate,Unemployed,75.0,11.1,675.0
467,60051,Estimate,Unemployed Female,40.0,11.0,365.0
468,60051,Estimate,Unemployed Male,35.0,11.3,310.0
469,60051,Margin of Error,Civilian labor force 16 years and over,118.0,0.9,897.0
470,60051,Margin of Error,Employed,103.0,0.8,844.0
471,60051,Margin of Error,Employed Female,75.0,1.2,544.0
472,60051,Margin of Error,Employed Male,63.0,0.9,447.0
473,60051,Margin of Error,Unemployed,65.0,9.8,248.0
474,60051,Margin of Error,Unemployed Female,53.0,14.5,176.0
475,60051,Margin of Error,Unemployed Male,38.0,12.1,140.0
476,60053,Estimate,Civilian labor force 16 years and over,421.0,3.6,11628.0
477,60053,Estimate,Employed,383.0,3.4,11301.0
478,60053,Estimate,Employed Female,92.0,1.8,5184.0
479,60053,Estimate,Employed Male,291.0,4.8,6117.0
480,60053,Estimate,Unemployed,38.0,11.6,327.0
481,60053,Estimate,Unemployed Female,21.0,13.1,160.0
482,60053,Estimate,Unemployed Male,17.0,10.2,167.0
483,60053,Margin of Error,Civilian labor force 16 years and over,232.0,2.0,553.0
484,60053,Margin of Error,Employed,232.0,2.1,578.0
485,60053,Margin of Error,Employed Female,55.0,1.0,350.0
486,60053,Margin of Error,Employed Male,218.0,3.5,387.0
487,60053,Margin of Error,Unemployed,35.0,10.5,101.0
488,60053,Margin of Error,Unemployed Female,27.0,15.9,65.0
489,60053,Margin of Error,Unemployed Male,24.0,14.8,82.0
490,60056,Estimate,Civilian labor force 16 years and over,776.0,2.7,28593.0
491,60056,Estimate,Employed,648.0,2.3,27590.0
492,60056,Estimate,Employed Female,365.0,2.9,12807.0
493,60056,Estimate,Employed Male,283.0,1.9,14783.0
494,60056,Estimate,Unemployed,128.0,12.8,1003.0
495,60056,Estimate,Unemployed Female,27.0,5.9,456.0
496,60056,Estimate,Unemployed Male,101.0,18.5,547.0
497,60056,Margin of Error,Civilian labor force 16 years and over,240.0,0.9,945.0
498,60056,Margin of Error,Employed,204.0,0.8,1026.0
499,60056,Margin of Error,Employed Female,153.0,1.2,692.0
500,60056,Margin of Error,Employed Male,111.0,0.8,690.0
501,60056,Margin of Error,Unemployed,92.0,9.3,304.0
502,60056,Margin of Error,Unemployed Female,29.0,6.5,175.0
503,60056,Margin of Error,Unemployed Male,83.0,16.5,241.0
504,60060,Estimate,Civilian labor force 16 years and over,637.0,3.1,20733.0
505,60060,Estimate,Employed,569.0,2.8,20102.0
506,60060,Estimate,Employed Female,192.0,2.2,8643.0
507,60060,Estimate,Employed Male,377.0,3.3,11459.0
508,60060,Estimate,Unemployed,68.0,10.8,631.0
509,60060,Estimate,Unemployed Female,43.0,16.5,261.0
510,60060,Estimate,Unemployed Male,25.0,6.8,370.0
511,60060,Margin of Error,Civilian labor force 16 years and over,303.0,1.5,894.0
512,60060,Margin of Error,Employed,290.0,1.4,916.0
513,60060,Margin of Error,Employed Female,110.0,1.3,592.0
514,60060,Margin of Error,Employed Male,243.0,2.0,643.0
515,60060,Margin of Error,Unemployed,52.0,8.1,210.0
516,60060,Margin of Error,Unemployed Female,42.0,14.8,137.0
517,60060,Margin of Error,Unemployed Male,31.0,8.4,144.0
518,60061,Estimate,Civilian labor force 16 years and over,557.0,3.9,14320.0
519,60061,Estimate,Employed,511.0,3.7,13859.0
520,60061,Estimate,Employed Female,286.0,4.3,6654.0
521,60061,Estimate,Employed Male,225.0,3.1,7205.0
522,60061,Estimate,Unemployed,46.0,10.0,461.0
523,60061,Estimate,Unemployed Female,30.0,17.0,176.0
524,60061,Estimate,Unemployed Male,16.0,5.6,285.0
525,60061,Margin of Error,Civilian labor force 16 years and over,309.0,2.2,705.0
526,60061,Margin of Error,Employed,308.0,2.2,688.0
527,60061,Margin of Error,Employed Female,147.0,2.2,457.0
528,60061,Margin of Error,Employed Male,187.0,2.6,398.0
529,60061,Margin of Error,Unemployed,43.0,8.8,144.0
530,60061,Margin of Error,Unemployed Female,40.0,20.3,76.0
531,60061,Margin of Error,Unemployed Male,20.0,6.9,122.0
532,60062,Estimate,Civilian labor force 16 years and over,346.0,1.8,19113.0
533,60062,Estimate,Employed,258.0,1.4,18632.0
534,60062,Estimate,Employed Female,36.0,0.4,8451.0
535,60062,Estimate,Employed Male,222.0,2.2,10181.0
536,60062,Estimate,Unemployed,88.0,18.3,481.0
537,60062,Estimate,Unemployed Female,57.0,30.8,185.0
538,60062,Estimate,Unemployed Male,31.0,10.5,296.0
539,60062,Margin of Error,Civilian labor force 16 years and over,113.0,0.6,687.0
540,60062,Margin of Error,Employed,99.0,0.5,706.0
541,60062,Margin of Error,Employed Female,34.0,0.4,427.0
542,60062,Margin of Error,Employed Male,91.0,0.9,536.0
543,60062,Margin of Error,Unemployed,68.0,13.0,125.0
544,60062,Margin of Error,Unemployed Female,60.0,26.0,83.0
545,60062,Margin of Error,Unemployed Male,32.0,9.6,118.0
546,60064,Estimate,Civilian labor force 16 years and over,940.0,12.7,7424.0
547,60064,Estimate,Employed,700.0,10.3,6770.0
548,60064,Estimate,Employed Female,352.0,11.3,3120.0
549,60064,Estimate,Employed Male,348.0,9.5,3650.0
550,60064,Estimate,Unemployed,240.0,36.7,654.0
551,60064,Estimate,Unemployed Female,105.0,36.8,285.0
552,60064,Estimate,Unemployed Male,135.0,36.6,369.0
553,60064,Margin of Error,Civilian labor force 16 years and over,297.0,3.9,537.0
554,60064,Margin of Error,Employed,267.0,3.8,537.0
555,60064,Margin of Error,Employed Female,157.0,4.9,354.0
556,60064,Margin of Error,Employed Male,154.0,3.9,371.0
557,60064,Margin of Error,Unemployed,132.0,15.4,172.0
558,60064,Margin of Error,Unemployed Female,75.0,23.4,107.0
559,60064,Margin of Error,Unemployed Male,82.0,15.4,131.0
560,60067,Estimate,Civilian labor force 16 years and over,817.0,3.9,21009.0
561,60067,Estimate,Employed,689.0,3.4,20214.0
562,60067,Estimate,Employed Female,365.0,3.9,9325.0
563,60067,Estimate,Employed Male,324.0,3.0,10889.0
564,60067,Estimate,Unemployed,128.0,16.1,795.0
565,60067,Estimate,Unemployed Female,90.0,19.3,467.0
566,60067,Estimate,Unemployed Male,38.0,11.6,328.0
567,60067,Margin of Error,Civilian labor force 16 years and over,292.0,1.4,1205.0
568,60067,Margin of Error,Employed,282.0,1.4,1126.0
569,60067,Margin of Error,Employed Female,166.0,1.7,646.0
570,60067,Margin of Error,Employed Male,207.0,1.9,756.0
571,60067,Margin of Error,Unemployed,73.0,8.5,261.0
572,60067,Margin of Error,Unemployed Female,70.0,15.0,244.0
573,60067,Margin of Error,Unemployed Male,34.0,10.4,99.0
574,60068,Estimate,Civilian labor force 16 years and over,368.0,1.9,19006.0
575,60068,Estimate,Employed,327.0,1.8,18398.0
576,60068,Estimate,Employed Female,221.0,2.6,8584.0
577,60068,Estimate,Employed Male,106.0,1.1,9814.0
578,60068,Estimate,Unemployed,41.0,6.7,608.0
579,60068,Estimate,Unemployed Female,18.0,8.1,222.0
580,60068,Estimate,Unemployed Male,23.0,6.0,386.0
581,60068,Margin of Error,Civilian labor force 16 years and over,133.0,0.7,656.0
582,60068,Margin of Error,Employed,129.0,0.7,629.0
583,60068,Margin of Error,Employed Female,101.0,1.2,457.0
584,60068,Margin of Error,Employed Male,63.0,0.6,448.0
585,60068,Margin of Error,Unemployed,31.0,5.3,223.0
586,60068,Margin of Error,Unemployed Female,20.0,9.4,100.0
587,60068,Margin of Error,Unemployed Male,23.0,6.3,158.0
588,60069,Estimate,Civilian labor force 16 years and over,40.0,1.0,3841.0
589,60069,Estimate,Employed,18.0,0.5,3718.0
590,60069,Estimate,Employed Female,0.0,0.0,1549.0
591,60069,Estimate,Employed Male,18.0,0.8,2169.0
592,60069,Estimate,Unemployed,22.0,17.9,123.0
593,60069,Estimate,Unemployed Female,0.0,0.0,38.0
594,60069,Estimate,Unemployed Male,22.0,25.9,85.0
595,60069,Margin of Error,Civilian labor force 16 years and over,36.0,0.9,449.0
596,60069,Margin of Error,Employed,29.0,0.8,457.0
597,60069,Margin of Error,Employed Female,17.0,2.1,222.0
598,60069,Margin of Error,Employed Male,29.0,1.3,294.0
599,60069,Margin of Error,Unemployed,22.0,16.8,51.0
600,60069,Margin of Error,Unemployed Female,17.0,48.1,26.0
601,60069,Margin of Error,Unemployed Male,22.0,24.1,52.0
602,60070,Estimate,Civilian labor force 16 years and over,360.0,4.3,8454.0
603,60070,Estimate,Employed,331.0,4.0,8192.0
604,60070,Estimate,Employed Female,188.0,4.9,3802.0
605,60070,Estimate,Employed Male,143.0,3.3,4390.0
606,60070,Estimate,Unemployed,29.0,11.1,262.0
607,60070,Estimate,Unemployed Female,0.0,0.0,117.0
608,60070,Estimate,Unemployed Male,29.0,20.0,145.0
609,60070,Margin of Error,Civilian labor force 16 years and over,184.0,2.2,500.0
610,60070,Margin of Error,Employed,185.0,2.3,536.0
611,60070,Margin of Error,Employed Female,139.0,3.7,415.0
612,60070,Margin of Error,Employed Male,95.0,2.2,361.0
613,60070,Margin of Error,Unemployed,26.0,11.9,141.0
614,60070,Margin of Error,Unemployed Female,19.0,23.9,84.0
615,60070,Margin of Error,Unemployed Male,26.0,19.4,77.0
616,60071,Estimate,Civilian labor force 16 years and over,185.0,9.5,1951.0
617,60071,Estimate,Employed,137.0,7.7,1784.0
618,60071,Estimate,Employed Female,72.0,8.0,905.0
619,60071,Estimate,Employed Male,65.0,7.4,879.0
620,60071,Estimate,Unemployed,48.0,28.7,167.0
621,60071,Estimate,Unemployed Female,32.0,31.4,102.0
622,60071,Estimate,Unemployed Male,16.0,24.6,65.0
623,60071,Margin of Error,Civilian labor force 16 years and over,74.0,3.9,292.0
624,60071,Margin of Error,Employed,63.0,3.8,285.0
625,60071,Margin of Error,Employed Female,45.0,5.0,193.0
626,60071,Margin of Error,Employed Male,39.0,4.6,147.0
627,60071,Margin of Error,Unemployed,42.0,23.0,88.0
628,60071,Margin of Error,Unemployed Female,31.0,28.5,61.0
629,60071,Margin of Error,Unemployed Male,28.0,35.8,51.0
630,60072,Estimate,Civilian labor force 16 years and over,24.0,3.7,651.0
631,60072,Estimate,Employed,24.0,3.9,608.0
632,60072,Estimate,Employed Female,16.0,5.1,311.0
633,60072,Estimate,Employed Male,8.0,2.7,297.0
634,60072,Estimate,Unemployed,0.0,0.0,43.0
635,60072,Estimate,Unemployed Female,0.0,,0.0
636,60072,Estimate,Unemployed Male,0.0,0.0,43.0
637,60072,Margin of Error,Civilian labor force 16 years and over,20.0,2.9,224.0
638,60072,Margin of Error,Employed,20.0,3.1,178.0
639,60072,Margin of Error,Employed Female,16.0,4.8,105.0
640,60072,Margin of Error,Employed Male,10.0,3.5,81.0
641,60072,Margin of Error,Unemployed,12.0,45.2,62.0
642,60072,Margin of Error,Unemployed Female,12.0,,12.0
643,60072,Margin of Error,Unemployed Male,12.0,45.2,62.0
644,60073,Estimate,Civilian labor force 16 years and over,1382.0,4.0,34733.0
645,60073,Estimate,Employed,1145.0,3.5,32701.0
646,60073,Estimate,Employed Female,673.0,4.6,14565.0
647,60073,Estimate,Employed Male,472.0,2.6,18136.0
648,60073,Estimate,Unemployed,237.0,11.7,2032.0
649,60073,Estimate,Unemployed Female,95.0,9.0,1053.0
650,60073,Estimate,Unemployed Male,142.0,14.5,979.0
651,60073,Margin of Error,Civilian labor force 16 years and over,372.0,1.1,1102.0
652,60073,Margin of Error,Employed,351.0,1.1,1121.0
653,60073,Margin of Error,Employed Female,251.0,1.7,706.0
654,60073,Margin of Error,Employed Male,186.0,1.0,803.0
655,60073,Margin of Error,Unemployed,83.0,4.1,466.0
656,60073,Margin of Error,Unemployed Female,56.0,5.2,382.0
657,60073,Margin of Error,Unemployed Male,57.0,6.8,289.0
658,60074,Estimate,Civilian labor force 16 years and over,1418.0,6.4,22289.0
659,60074,Estimate,Employed,1210.0,5.7,21244.0
660,60074,Estimate,Employed Female,582.0,5.9,9894.0
661,60074,Estimate,Employed Male,628.0,5.5,11350.0
662,60074,Estimate,Unemployed,208.0,19.9,1045.0
663,60074,Estimate,Unemployed Female,30.0,9.6,314.0
664,60074,Estimate,Unemployed Male,178.0,24.4,731.0
665,60074,Margin of Error,Civilian labor force 16 years and over,414.0,1.8,1149.0
666,60074,Margin of Error,Employed,393.0,1.8,1136.0
667,60074,Margin of Error,Employed Female,193.0,1.9,679.0
668,60074,Margin of Error,Employed Male,328.0,2.8,770.0
669,60074,Margin of Error,Unemployed,125.0,11.0,300.0
670,60074,Margin of Error,Unemployed Female,36.0,11.0,119.0
671,60074,Margin of Error,Unemployed Male,113.0,13.9,295.0
672,60076,Estimate,Civilian labor force 16 years and over,650.0,4.4,14839.0
673,60076,Estimate,Employed,498.0,3.5,14056.0
674,60076,Estimate,Employed Female,233.0,3.3,7024.0
675,60076,Estimate,Employed Male,265.0,3.8,7032.0
676,60076,Estimate,Unemployed,152.0,19.4,783.0
677,60076,Estimate,Unemployed Female,59.0,17.6,336.0
678,60076,Estimate,Unemployed Male,93.0,20.8,447.0
679,60076,Margin of Error,Civilian labor force 16 years and over,263.0,1.7,931.0
680,60076,Margin of Error,Employed,215.0,1.5,847.0
681,60076,Margin of Error,Employed Female,123.0,1.7,556.0
682,60076,Margin of Error,Employed Male,131.0,1.8,522.0
683,60076,Margin of Error,Unemployed,84.0,9.3,217.0
684,60076,Margin of Error,Unemployed Female,63.0,17.8,153.0
685,60076,Margin of Error,Unemployed Male,70.0,14.4,151.0
686,60077,Estimate,Civilian labor force 16 years and over,660.0,4.7,13900.0
687,60077,Estimate,Employed,537.0,4.1,13107.0
688,60077,Estimate,Employed Female,264.0,4.3,6177.0
689,60077,Estimate,Employed Male,273.0,3.9,6930.0
690,60077,Estimate,Unemployed,123.0,15.5,793.0
691,60077,Estimate,Unemployed Female,68.0,14.0,487.0
692,60077,Estimate,Unemployed Male,55.0,18.0,306.0
693,60077,Margin of Error,Civilian labor force 16 years and over,276.0,2.0,878.0
694,60077,Margin of Error,Employed,257.0,2.0,941.0
695,60077,Margin of Error,Employed Female,140.0,2.3,567.0
696,60077,Margin of Error,Employed Male,208.0,3.0,569.0
697,60077,Margin of Error,Unemployed,83.0,11.7,361.0
698,60077,Margin of Error,Unemployed Female,70.0,13.3,205.0
699,60077,Margin of Error,Unemployed Male,43.0,19.7,216.0
700,60081,Estimate,Civilian labor force 16 years and over,135.0,2.6,5210.0
701,60081,Estimate,Employed,127.0,2.7,4732.0
702,60081,Estimate,Employed Female,29.0,1.4,2051.0
703,60081,Estimate,Employed Male,98.0,3.7,2681.0
704,60081,Estimate,Unemployed,8.0,1.7,478.0
705,60081,Estimate,Unemployed Female,0.0,0.0,155.0
706,60081,Estimate,Unemployed Male,8.0,2.5,323.0
707,60081,Margin of Error,Civilian labor force 16 years and over,83.0,1.6,457.0
708,60081,Margin of Error,Employed,84.0,1.7,578.0
709,60081,Margin of Error,Employed Female,26.0,1.3,301.0
710,60081,Margin of Error,Employed Male,77.0,2.8,411.0
711,60081,Margin of Error,Unemployed,12.0,3.1,243.0
712,60081,Margin of Error,Unemployed Female,17.0,18.8,103.0
713,60081,Margin of Error,Unemployed Male,12.0,4.7,219.0
714,60083,Estimate,Civilian labor force 16 years and over,59.0,1.2,5077.0
715,60083,Estimate,Employed,59.0,1.3,4674.0
716,60083,Estimate,Employed Female,26.0,1.2,2201.0
717,60083,Estimate,Employed Male,33.0,1.3,2473.0
718,60083,Estimate,Unemployed,0.0,0.0,403.0
719,60083,Estimate,Unemployed Female,0.0,0.0,46.0
720,60083,Estimate,Unemployed Male,0.0,0.0,357.0
721,60083,Margin of Error,Civilian labor force 16 years and over,51.0,1.0,533.0
722,60083,Margin of Error,Employed,51.0,1.1,563.0
723,60083,Margin of Error,Employed Female,42.0,1.9,345.0
724,60083,Margin of Error,Employed Male,34.0,1.4,342.0
725,60083,Margin of Error,Unemployed,17.0,7.7,279.0
726,60083,Margin of Error,Unemployed Female,17.0,43.7,45.0
727,60083,Margin of Error,Unemployed Male,17.0,8.7,279.0
728,60084,Estimate,Civilian labor force 16 years and over,257.0,2.6,9745.0
729,60084,Estimate,Employed,163.0,1.7,9452.0
730,60084,Estimate,Employed Female,67.0,1.5,4514.0
731,60084,Estimate,Employed Male,96.0,1.9,4938.0
732,60084,Estimate,Unemployed,94.0,32.1,293.0
733,60084,Estimate,Unemployed Female,19.0,48.7,39.0
734,60084,Estimate,Unemployed Male,75.0,29.5,254.0
735,60084,Margin of Error,Civilian labor force 16 years and over,112.0,1.1,571.0
736,60084,Margin of Error,Employed,74.0,0.8,594.0
737,60084,Margin of Error,Employed Female,51.0,1.1,346.0
738,60084,Margin of Error,Employed Male,65.0,1.3,454.0
739,60084,Margin of Error,Unemployed,72.0,18.2,119.0
740,60084,Margin of Error,Unemployed Female,30.0,50.5,37.0
741,60084,Margin of Error,Unemployed Male,64.0,19.8,108.0
742,60085,Estimate,Civilian labor force 16 years and over,3972.0,10.7,37025.0
743,60085,Estimate,Employed,3039.0,9.0,33919.0
744,60085,Estimate,Employed Female,1593.0,10.0,15862.0
745,60085,Estimate,Employed Male,1446.0,8.0,18057.0
746,60085,Estimate,Unemployed,933.0,30.0,3106.0
747,60085,Estimate,Unemployed Female,564.0,41.0,1377.0
748,60085,Estimate,Unemployed Male,369.0,21.3,1729.0
749,60085,Margin of Error,Civilian labor force 16 years and over,701.0,1.9,1332.0
750,60085,Margin of Error,Employed,616.0,1.8,1389.0
751,60085,Margin of Error,Employed Female,370.0,2.4,862.0
752,60085,Margin of Error,Employed Male,449.0,2.4,843.0
753,60085,Margin of Error,Unemployed,300.0,7.9,513.0
754,60085,Margin of Error,Unemployed Female,240.0,12.2,328.0
755,60085,Margin of Error,Unemployed Male,144.0,8.4,335.0
756,60087,Estimate,Civilian labor force 16 years and over,595.0,4.6,13032.0
757,60087,Estimate,Employed,496.0,4.0,12276.0
758,60087,Estimate,Employed Female,283.0,4.8,5896.0
759,60087,Estimate,Employed Male,213.0,3.3,6380.0
760,60087,Estimate,Unemployed,99.0,13.1,756.0
761,60087,Estimate,Unemployed Female,59.0,13.2,446.0
762,60087,Estimate,Unemployed Male,40.0,12.9,310.0
763,60087,Margin of Error,Civilian labor force 16 years and over,246.0,1.9,1067.0
764,60087,Margin of Error,Employed,217.0,1.8,1040.0
765,60087,Margin of Error,Employed Female,139.0,2.3,636.0
766,60087,Margin of Error,Employed Male,110.0,1.7,658.0
767,60087,Margin of Error,Unemployed,71.0,9.4,285.0
768,60087,Margin of Error,Unemployed Female,52.0,12.6,238.0
769,60087,Margin of Error,Unemployed Male,33.0,10.7,114.0
770,60088,Estimate,Civilian labor force 16 years and over,131.0,12.6,1036.0
771,60088,Estimate,Employed,121.0,13.6,891.0
772,60088,Estimate,Employed Female,108.0,19.2,562.0
773,60088,Estimate,Employed Male,13.0,4.0,329.0
774,60088,Estimate,Unemployed,10.0,6.9,145.0
775,60088,Estimate,Unemployed Female,0.0,,0.0
776,60088,Estimate,Unemployed Male,10.0,6.9,145.0
777,60088,Margin of Error,Civilian labor force 16 years and over,165.0,14.6,261.0
778,60088,Margin of Error,Employed,163.0,16.5,201.0
779,60088,Margin of Error,Employed Female,161.0,23.8,201.0
780,60088,Margin of Error,Employed Male,21.0,6.3,123.0
781,60088,Margin of Error,Unemployed,14.0,22.1,222.0
782,60088,Margin of Error,Unemployed Female,19.0,,19.0
783,60088,Margin of Error,Unemployed Male,14.0,22.1,222.0
784,60089,Estimate,Civilian labor force 16 years and over,335.0,1.4,23323.0
785,60089,Estimate,Employed,259.0,1.1,22586.0
786,60089,Estimate,Employed Female,152.0,1.4,10616.0
787,60089,Estimate,Employed Male,107.0,0.9,11970.0
788,60089,Estimate,Unemployed,76.0,10.3,737.0
789,60089,Estimate,Unemployed Female,35.0,11.2,313.0
790,60089,Estimate,Unemployed Male,41.0,9.7,424.0
791,60089,Margin of Error,Civilian labor force 16 years and over,88.0,0.4,868.0
792,60089,Margin of Error,Employed,80.0,0.4,856.0
793,60089,Margin of Error,Employed Female,61.0,0.6,488.0
794,60089,Margin of Error,Employed Male,57.0,0.5,558.0
795,60089,Margin of Error,Unemployed,47.0,6.1,172.0
796,60089,Margin of Error,Unemployed Female,28.0,9.1,113.0
797,60089,Margin of Error,Unemployed Male,31.0,7.2,124.0
798,60090,Estimate,Civilian labor force 16 years and over,1194.0,5.2,22807.0
799,60090,Estimate,Employed,1005.0,4.6,21975.0
800,60090,Estimate,Employed Female,590.0,5.8,10217.0
801,60090,Estimate,Employed Male,415.0,3.5,11758.0
802,60090,Estimate,Unemployed,189.0,22.7,832.0
803,60090,Estimate,Unemployed Female,116.0,26.5,437.0
